Source,Target,Type,weight,year
flow control,Routing,Directed,1,2014
flow control,flow control,Directed,1,2014
flow control,router design,Directed,1,2014
topology,Routing,Directed,1,2014
topology,router design,Directed,1,2014
topology,flow control,Directed,1,2014
emerge technology,Routing,Directed,1,2014
emerge technology,router design,Directed,1,2014
emerge technology,flow control,Directed,1,2014
router design,Routing,Directed,1,2014
router design,router design,Directed,1,2014
router design,flow control,Directed,1,2014
flow control,Routing,Directed,1,2014
flow control,router design,Directed,1,2014
flow control,flow control,Directed,1,2014
topology,flow control,Directed,1,2014
emerge technology,flow control,Directed,1,2014
router design,flow control,Directed,1,2014
flow control,flow control,Directed,1,2014
topology,topology,Directed,1,2014
emerge technology,topology,Directed,1,2014
router design,topology,Directed,1,2014
flow control,topology,Directed,1,2014
topology,QoS,Directed,1,2014
topology,flow control,Directed,1,2014
topology,router design,Directed,1,2014
emerge technology,QoS,Directed,1,2014
emerge technology,flow control,Directed,1,2014
emerge technology,router design,Directed,1,2014
router design,QoS,Directed,1,2014
router design,flow control,Directed,1,2014
router design,router design,Directed,1,2014
flow control,QoS,Directed,1,2014
flow control,flow control,Directed,1,2014
flow control,router design,Directed,1,2014
topology,Routing,Directed,1,2014
topology,router design,Directed,1,2014
topology,deadlock,Directed,1,2014
emerge technology,Routing,Directed,1,2014
emerge technology,router design,Directed,1,2014
emerge technology,deadlock,Directed,1,2014
router design,Routing,Directed,1,2014
router design,router design,Directed,1,2014
router design,deadlock,Directed,1,2014
flow control,Routing,Directed,1,2014
flow control,router design,Directed,1,2014
flow control,deadlock,Directed,1,2014
topology,Bufferless,Directed,1,2014
emerge technology,Bufferless,Directed,1,2014
router design,Bufferless,Directed,1,2014
flow control,Bufferless,Directed,1,2014
topology,emerge technology,Directed,1,2014
emerge technology,emerge technology,Directed,1,2014
router design,emerge technology,Directed,1,2014
flow control,emerge technology,Directed,1,2014
topology,router design,Directed,1,2014
topology,emerge technology,Directed,1,2014
emerge technology,router design,Directed,1,2014
emerge technology,emerge technology,Directed,1,2014
router design,router design,Directed,1,2014
router design,emerge technology,Directed,1,2014
flow control,router design,Directed,1,2014
flow control,emerge technology,Directed,1,2014
topology,flow control,Directed,1,2014
topology,flow control,Directed,1,2014
emerge technology,flow control,Directed,1,2014
emerge technology,flow control,Directed,1,2014
router design,flow control,Directed,1,2014
router design,flow control,Directed,1,2014
flow control,flow control,Directed,1,2014
flow control,flow control,Directed,1,2014
emerge technology,power/thermal management,Directed,1,2015
topology,power/thermal management,Directed,1,2015
NoC for memory,reconfiguration,Directed,1,2018
flow control,reconfiguration,Directed,1,2018
NoC for memory,Link,Directed,1,2018
flow control,Link,Directed,1,2018
NoC for memory,emerge technology,Directed,1,2018
NoC for memory,Emulation and Simulation/Simulator,Directed,1,2018
flow control,emerge technology,Directed,1,2018
flow control,Emulation and Simulation/Simulator,Directed,1,2018
NoC for memory,Emulation and Simulation/Simulator,Directed,1,2018
NoC for memory,topology,Directed,1,2018
NoC for memory,Routing,Directed,1,2018
NoC for memory,flow control,Directed,1,2018
NoC for memory,router design,Directed,1,2018
flow control,Emulation and Simulation/Simulator,Directed,1,2018
flow control,topology,Directed,1,2018
flow control,Routing,Directed,1,2018
flow control,flow control,Directed,1,2018
flow control,router design,Directed,1,2018
NoC for memory,emerge technology,Directed,1,2018
flow control,emerge technology,Directed,1,2018
NoC for memory,topology,Directed,1,2018
NoC for memory,NoC for memory,Directed,1,2018
flow control,topology,Directed,1,2018
flow control,NoC for memory,Directed,1,2018
NoC for memory,topology,Directed,1,2018
flow control,topology,Directed,1,2018
NoC for memory,reconfiguration,Directed,1,2018
NoC for memory,mapping,Directed,1,2018
flow control,reconfiguration,Directed,1,2018
flow control,mapping,Directed,1,2018
NoC for memory,reconfiguration,Directed,1,2018
NoC for memory,topology,Directed,1,2018
flow control,reconfiguration,Directed,1,2018
flow control,topology,Directed,1,2018
NoC for memory,flow control,Directed,1,2018
NoC for memory,Routing,Directed,1,2018
flow control,flow control,Directed,1,2018
flow control,Routing,Directed,1,2018
NoC for memory,Routing,Directed,1,2018
NoC for memory,performance,Directed,1,2018
NoC for memory,flow control,Directed,1,2018
flow control,Routing,Directed,1,2018
flow control,performance,Directed,1,2018
flow control,flow control,Directed,1,2018
NoC for memory,Routing,Directed,1,2018
NoC for memory,reconfiguration,Directed,1,2018
NoC for memory,deadlock,Directed,1,2018
flow control,Routing,Directed,1,2018
flow control,reconfiguration,Directed,1,2018
flow control,deadlock,Directed,1,2018
NoC for memory,deadlock,Directed,1,2018
NoC for memory,Routing,Directed,1,2018
flow control,deadlock,Directed,1,2018
flow control,Routing,Directed,1,2018
NoC for memory,QoS,Directed,1,2018
NoC for memory,flow control,Directed,1,2018
NoC for memory,router design,Directed,1,2018
flow control,QoS,Directed,1,2018
flow control,flow control,Directed,1,2018
flow control,router design,Directed,1,2018
NoC for memory,flow control,Directed,1,2018
flow control,flow control,Directed,1,2018
NoC for memory,flow control,Directed,1,2018
flow control,flow control,Directed,1,2018
NoC for memory,router design,Directed,1,2018
NoC for memory,flow control,Directed,1,2018
flow control,router design,Directed,1,2018
flow control,flow control,Directed,1,2018
NoC for memory,compression,Directed,1,2018
flow control,compression,Directed,1,2018
NoC for memory,mapping,Directed,1,2018
flow control,mapping,Directed,1,2018
NoC for memory,router design,Directed,1,2018
flow control,router design,Directed,1,2018
NoC for memory,topology,Directed,1,2018
NoC for memory,router design,Directed,1,2018
flow control,topology,Directed,1,2018
flow control,router design,Directed,1,2018
NoC for memory,flow control,Directed,1,2018
flow control,flow control,Directed,1,2018
NoC for memory,Routing,Directed,1,2018
NoC for memory,power consumption,Directed,1,2018
NoC for memory,flow control,Directed,1,2018
NoC for memory,performance,Directed,1,2018
flow control,Routing,Directed,1,2018
flow control,power consumption,Directed,1,2018
flow control,flow control,Directed,1,2018
flow control,performance,Directed,1,2018
NoC for memory,Routing,Directed,1,2018
NoC for memory,flow control,Directed,1,2018
flow control,Routing,Directed,1,2018
flow control,flow control,Directed,1,2018
NoC for memory,NoC for architecture,Directed,1,2018
flow control,NoC for architecture,Directed,1,2018
deadlock,NoC for manycore,Directed,1,2017
mapping,NoC for manycore,Directed,1,2017
Routing,NoC for manycore,Directed,1,2017
topology,NoC for manycore,Directed,1,2017
deadlock,topology,Directed,1,2017
deadlock,NoC for manycore,Directed,1,2017
mapping,topology,Directed,1,2017
mapping,NoC for manycore,Directed,1,2017
Routing,topology,Directed,1,2017
Routing,NoC for manycore,Directed,1,2017
topology,topology,Directed,1,2017
topology,NoC for manycore,Directed,1,2017
deadlock,reconfiguration,Directed,1,2017
deadlock,Routing,Directed,1,2017
mapping,reconfiguration,Directed,1,2017
mapping,Routing,Directed,1,2017
Routing,reconfiguration,Directed,1,2017
Routing,Routing,Directed,1,2017
topology,reconfiguration,Directed,1,2017
topology,Routing,Directed,1,2017
deadlock,Reliability,Directed,1,2017
deadlock,Routing,Directed,1,2017
mapping,Reliability,Directed,1,2017
mapping,Routing,Directed,1,2017
Routing,Reliability,Directed,1,2017
Routing,Routing,Directed,1,2017
topology,Reliability,Directed,1,2017
topology,Routing,Directed,1,2017
deadlock,reconfiguration,Directed,1,2017
deadlock,Routing,Directed,1,2017
mapping,reconfiguration,Directed,1,2017
mapping,Routing,Directed,1,2017
Routing,reconfiguration,Directed,1,2017
Routing,Routing,Directed,1,2017
topology,reconfiguration,Directed,1,2017
topology,Routing,Directed,1,2017
deadlock,reconfiguration,Directed,1,2017
mapping,reconfiguration,Directed,1,2017
Routing,reconfiguration,Directed,1,2017
topology,reconfiguration,Directed,1,2017
deadlock,reconfiguration,Directed,1,2017
mapping,reconfiguration,Directed,1,2017
Routing,reconfiguration,Directed,1,2017
topology,reconfiguration,Directed,1,2017
deadlock,Design space Exploration,Directed,1,2017
mapping,Design space Exploration,Directed,1,2017
Routing,Design space Exploration,Directed,1,2017
topology,Design space Exploration,Directed,1,2017
deadlock,Reliability,Directed,1,2017
mapping,Reliability,Directed,1,2017
Routing,Reliability,Directed,1,2017
topology,Reliability,Directed,1,2017
deadlock,deadlock,Directed,1,2017
deadlock,Routing,Directed,1,2017
mapping,deadlock,Directed,1,2017
mapping,Routing,Directed,1,2017
Routing,deadlock,Directed,1,2017
Routing,Routing,Directed,1,2017
topology,deadlock,Directed,1,2017
topology,Routing,Directed,1,2017
deadlock,Deadlock,Directed,1,2017
mapping,Deadlock,Directed,1,2017
Routing,Deadlock,Directed,1,2017
topology,Deadlock,Directed,1,2017
deadlock,Routing,Directed,1,2017
deadlock,reconfiguration,Directed,1,2017
mapping,Routing,Directed,1,2017
mapping,reconfiguration,Directed,1,2017
Routing,Routing,Directed,1,2017
Routing,reconfiguration,Directed,1,2017
topology,Routing,Directed,1,2017
topology,reconfiguration,Directed,1,2017
deadlock,Routing,Directed,1,2017
deadlock,Reliability,Directed,1,2017
mapping,Routing,Directed,1,2017
mapping,Reliability,Directed,1,2017
Routing,Routing,Directed,1,2017
Routing,Reliability,Directed,1,2017
topology,Routing,Directed,1,2017
topology,Reliability,Directed,1,2017
deadlock,reconfiguration,Directed,1,2017
deadlock,power consumption,Directed,1,2017
deadlock,performance,Directed,1,2017
deadlock,flow control,Directed,1,2017
mapping,reconfiguration,Directed,1,2017
mapping,power consumption,Directed,1,2017
mapping,performance,Directed,1,2017
mapping,flow control,Directed,1,2017
Routing,reconfiguration,Directed,1,2017
Routing,power consumption,Directed,1,2017
Routing,performance,Directed,1,2017
Routing,flow control,Directed,1,2017
topology,reconfiguration,Directed,1,2017
topology,power consumption,Directed,1,2017
topology,performance,Directed,1,2017
topology,flow control,Directed,1,2017
deadlock,emerge technology,Directed,1,2017
deadlock,Emulation and Simulation/Simulator,Directed,1,2017
mapping,emerge technology,Directed,1,2017
mapping,Emulation and Simulation/Simulator,Directed,1,2017
Routing,emerge technology,Directed,1,2017
Routing,Emulation and Simulation/Simulator,Directed,1,2017
topology,emerge technology,Directed,1,2017
topology,Emulation and Simulation/Simulator,Directed,1,2017
deadlock,NoC for manycore,Directed,1,2017
mapping,NoC for manycore,Directed,1,2017
Routing,NoC for manycore,Directed,1,2017
topology,NoC for manycore,Directed,1,2017
deadlock,Emulation and Simulation/Simulator,Directed,1,2017
deadlock,router design,Directed,1,2017
deadlock,NoC for memory,Directed,1,2017
deadlock,flow control,Directed,1,2017
mapping,Emulation and Simulation/Simulator,Directed,1,2017
mapping,router design,Directed,1,2017
mapping,NoC for memory,Directed,1,2017
mapping,flow control,Directed,1,2017
Routing,Emulation and Simulation/Simulator,Directed,1,2017
Routing,router design,Directed,1,2017
Routing,NoC for memory,Directed,1,2017
Routing,flow control,Directed,1,2017
topology,Emulation and Simulation/Simulator,Directed,1,2017
topology,router design,Directed,1,2017
topology,NoC for memory,Directed,1,2017
topology,flow control,Directed,1,2017
emerge technology,emerge technology,Directed,1,2017
emerge technology,topology,Directed,1,2017
NoC for SiP,emerge technology,Directed,1,2017
NoC for SiP,topology,Directed,1,2017
emerge technology,emerge technology,Directed,1,2017
NoC for SiP,emerge technology,Directed,1,2017
emerge technology,emerge technology,Directed,1,2017
NoC for SiP,emerge technology,Directed,1,2017
emerge technology,modeling,Directed,1,2017
emerge technology,Emulation and Simulation/Simulator,Directed,1,2017
emerge technology,NoC for memory,Directed,1,2017
NoC for SiP,modeling,Directed,1,2017
NoC for SiP,Emulation and Simulation/Simulator,Directed,1,2017
NoC for SiP,NoC for memory,Directed,1,2017
emerge technology,emerge technology,Directed,1,2017
NoC for SiP,emerge technology,Directed,1,2017
emerge technology,emerge technology,Directed,1,2017
emerge technology,NoC for memory,Directed,1,2017
NoC for SiP,emerge technology,Directed,1,2017
NoC for SiP,NoC for memory,Directed,1,2017
emerge technology,topology,Directed,1,2017
NoC for SiP,topology,Directed,1,2017
router design,modeling,Directed,1,2020
mapping,modeling,Directed,1,2020
router design,modeling,Directed,1,2020
router design,Emulation and Simulation/Simulator,Directed,1,2020
router design,NoC for memory,Directed,1,2020
mapping,modeling,Directed,1,2020
mapping,Emulation and Simulation/Simulator,Directed,1,2020
mapping,NoC for memory,Directed,1,2020
router design,NoC for manycore,Directed,1,2020
mapping,NoC for manycore,Directed,1,2020
router design,NoC for architecture,Directed,1,2020
mapping,NoC for architecture,Directed,1,2020
router design,NoC for different applications,Directed,1,2020
mapping,NoC for different applications,Directed,1,2020
router design,Reliability,Directed,1,2020
router design,router design,Directed,1,2020
mapping,Reliability,Directed,1,2020
mapping,router design,Directed,1,2020
router design,power/thermal management,Directed,1,2020
mapping,power/thermal management,Directed,1,2020
router design,Routing,Directed,1,2020
router design,NoC for SiP,Directed,1,2020
router design,deadlock,Directed,1,2020
mapping,Routing,Directed,1,2020
mapping,NoC for SiP,Directed,1,2020
mapping,deadlock,Directed,1,2020
Routing,flow control,Directed,1,2015
Routing,Routing,Directed,1,2015
flow control,flow control,Directed,1,2015
flow control,Routing,Directed,1,2015
topology,flow control,Directed,1,2015
topology,Routing,Directed,1,2015
Routing,Routing,Directed,1,2015
flow control,Routing,Directed,1,2015
topology,Routing,Directed,1,2015
Routing,Emulation and Simulation/Simulator,Directed,1,2015
Routing,topology,Directed,1,2015
Routing,Routing,Directed,1,2015
Routing,flow control,Directed,1,2015
Routing,router design,Directed,1,2015
flow control,Emulation and Simulation/Simulator,Directed,1,2015
flow control,topology,Directed,1,2015
flow control,Routing,Directed,1,2015
flow control,flow control,Directed,1,2015
flow control,router design,Directed,1,2015
topology,Emulation and Simulation/Simulator,Directed,1,2015
topology,topology,Directed,1,2015
topology,Routing,Directed,1,2015
topology,flow control,Directed,1,2015
topology,router design,Directed,1,2015
Routing,topology,Directed,1,2015
flow control,topology,Directed,1,2015
topology,topology,Directed,1,2015
Routing,topology,Directed,1,2015
Routing,router design,Directed,1,2015
flow control,topology,Directed,1,2015
flow control,router design,Directed,1,2015
topology,topology,Directed,1,2015
topology,router design,Directed,1,2015
Routing,Routing,Directed,1,2015
Routing,deadlock,Directed,1,2015
flow control,Routing,Directed,1,2015
flow control,deadlock,Directed,1,2015
topology,Routing,Directed,1,2015
topology,deadlock,Directed,1,2015
Routing,flow control,Directed,1,2015
Routing,Routing,Directed,1,2015
flow control,flow control,Directed,1,2015
flow control,Routing,Directed,1,2015
topology,flow control,Directed,1,2015
topology,Routing,Directed,1,2015
NoC for SiP,router design,Directed,1,2020
NoC for SiP,NoC for memory,Directed,1,2020
NoC for SiP,NoC for GPU,Directed,1,2020
NoC for SiP,router design,Directed,1,2020
NoC for SiP,NoC for GPU,Directed,1,2020
NoC for SiP,Routing,Directed,1,2020
NoC for SiP,flow control,Directed,1,2020
NoC for SiP,performance,Directed,1,2020
NoC for SiP,NoC for memory,Directed,1,2020
NoC for SiP,Emulation and Simulation/Simulator,Directed,1,2020
NoC for SiP,topology,Directed,1,2020
NoC for SiP,Routing,Directed,1,2020
NoC for SiP,flow control,Directed,1,2020
NoC for SiP,router design,Directed,1,2020
NoC for SiP,emerge technology,Directed,1,2020
NoC for SiP,Emulation and Simulation/Simulator,Directed,1,2020
NoC for SiP,Routing,Directed,1,2020
NoC for SiP,NoC for SiP,Directed,1,2020
NoC for SiP,deadlock,Directed,1,2020
NoC for SiP,topology,Directed,1,2020
topology,topology,Directed,1,2015
topology,router design,Directed,1,2015
flow control,topology,Directed,1,2015
flow control,router design,Directed,1,2015
topology,Bufferless,Directed,1,2015
flow control,Bufferless,Directed,1,2015
topology,Routing,Directed,1,2015
topology,power consumption,Directed,1,2015
topology,flow control,Directed,1,2015
topology,performance,Directed,1,2015
flow control,Routing,Directed,1,2015
flow control,power consumption,Directed,1,2015
flow control,flow control,Directed,1,2015
flow control,performance,Directed,1,2015
topology,NoC for manycore,Directed,1,2015
flow control,NoC for manycore,Directed,1,2015
deadlock,deadlock,Directed,1,2020
deadlock,Routing,Directed,1,2020
deadlock,deadlock,Directed,1,2020
deadlock,mapping,Directed,1,2020
deadlock,Routing,Directed,1,2020
deadlock,topology,Directed,1,2020
deadlock,Routing,Directed,1,2020
deadlock,router design,Directed,1,2020
deadlock,deadlock,Directed,1,2020
deadlock,Routing,Directed,1,2020
deadlock,NoC for SiP,Directed,1,2020
deadlock,deadlock,Directed,1,2020
deadlock,topology,Directed,1,2020
deadlock,Reliability,Directed,1,2020
deadlock,reconfiguration,Directed,1,2020
deadlock,Routing,Directed,1,2020
deadlock,Routing,Directed,1,2020
deadlock,router design,Directed,1,2020
deadlock,Routing,Directed,1,2020
deadlock,power consumption,Directed,1,2020
deadlock,flow control,Directed,1,2020
deadlock,performance,Directed,1,2020
deadlock,flow control,Directed,1,2020
deadlock,deadlock,Directed,1,2020
deadlock,Emulation and Simulation/Simulator,Directed,1,2020
deadlock,router design,Directed,1,2020
deadlock,NoC for memory,Directed,1,2020
deadlock,flow control,Directed,1,2020
deadlock,emerge technology,Directed,1,2020
deadlock,Emulation and Simulation/Simulator,Directed,1,2020
deadlock,deadlock,Directed,1,2020
deadlock,flow control,Directed,1,2020
deadlock,router design,Directed,1,2020
deadlock,deadlock,Directed,1,2020
deadlock,reconfiguration,Directed,1,2020
deadlock,Routing,Directed,1,2020
deadlock,reconfiguration,Directed,1,2020
deadlock,Routing,Directed,1,2020
Routing,emerge technology,Directed,1,2012
Routing,topology,Directed,1,2012
router design,emerge technology,Directed,1,2012
router design,topology,Directed,1,2012
deadlock,emerge technology,Directed,1,2012
deadlock,topology,Directed,1,2012
Routing,compression,Directed,1,2012
router design,compression,Directed,1,2012
deadlock,compression,Directed,1,2012
Routing,flow control,Directed,1,2012
Routing,deadlock,Directed,1,2012
router design,flow control,Directed,1,2012
router design,deadlock,Directed,1,2012
deadlock,flow control,Directed,1,2012
deadlock,deadlock,Directed,1,2012
Routing,Routing,Directed,1,2012
Routing,reconfiguration,Directed,1,2012
Routing,deadlock,Directed,1,2012
router design,Routing,Directed,1,2012
router design,reconfiguration,Directed,1,2012
router design,deadlock,Directed,1,2012
deadlock,Routing,Directed,1,2012
deadlock,reconfiguration,Directed,1,2012
deadlock,deadlock,Directed,1,2012
Routing,flow control,Directed,1,2012
Routing,Routing,Directed,1,2012
router design,flow control,Directed,1,2012
router design,Routing,Directed,1,2012
deadlock,flow control,Directed,1,2012
deadlock,Routing,Directed,1,2012
Routing,NoC for manycore,Directed,1,2012
router design,NoC for manycore,Directed,1,2012
deadlock,NoC for manycore,Directed,1,2012
Routing,Routing,Directed,1,2012
Routing,flow control,Directed,1,2012
router design,Routing,Directed,1,2012
router design,flow control,Directed,1,2012
deadlock,Routing,Directed,1,2012
deadlock,flow control,Directed,1,2012
Routing,Routing,Directed,1,2012
router design,Routing,Directed,1,2012
deadlock,Routing,Directed,1,2012
Routing,router design,Directed,1,2012
Routing,Routing,Directed,1,2012
router design,router design,Directed,1,2012
router design,Routing,Directed,1,2012
deadlock,router design,Directed,1,2012
deadlock,Routing,Directed,1,2012
Routing,Routing,Directed,1,2012
Routing,deadlock,Directed,1,2012
router design,Routing,Directed,1,2012
router design,deadlock,Directed,1,2012
deadlock,Routing,Directed,1,2012
deadlock,deadlock,Directed,1,2012
Routing,Routing,Directed,1,2012
Routing,performance,Directed,1,2012
Routing,flow control,Directed,1,2012
router design,Routing,Directed,1,2012
router design,performance,Directed,1,2012
router design,flow control,Directed,1,2012
deadlock,Routing,Directed,1,2012
deadlock,performance,Directed,1,2012
deadlock,flow control,Directed,1,2012
Routing,router design,Directed,1,2012
router design,router design,Directed,1,2012
deadlock,router design,Directed,1,2012
Routing,router design,Directed,1,2012
Routing,flow control,Directed,1,2012
router design,router design,Directed,1,2012
router design,flow control,Directed,1,2012
deadlock,router design,Directed,1,2012
deadlock,flow control,Directed,1,2012
Routing,emerge technology,Directed,1,2012
Routing,mapping,Directed,1,2012
router design,emerge technology,Directed,1,2012
router design,mapping,Directed,1,2012
deadlock,emerge technology,Directed,1,2012
deadlock,mapping,Directed,1,2012
Routing,modeling,Directed,1,2012
Routing,router design,Directed,1,2012
router design,modeling,Directed,1,2012
router design,router design,Directed,1,2012
deadlock,modeling,Directed,1,2012
deadlock,router design,Directed,1,2012
Routing,topology,Directed,1,2012
Routing,NoC for manycore,Directed,1,2012
router design,topology,Directed,1,2012
router design,NoC for manycore,Directed,1,2012
deadlock,topology,Directed,1,2012
deadlock,NoC for manycore,Directed,1,2012
QoS,Emulation and Simulation/Simulator,Directed,1,2013
QoS,router design,Directed,1,2013
QoS,NoC for memory,Directed,1,2013
QoS,flow control,Directed,1,2013
router design,Emulation and Simulation/Simulator,Directed,1,2013
router design,router design,Directed,1,2013
router design,NoC for memory,Directed,1,2013
router design,flow control,Directed,1,2013
QoS,Emulation and Simulation/Simulator,Directed,1,2013
router design,Emulation and Simulation/Simulator,Directed,1,2013
QoS,topology,Directed,1,2013
QoS,router design,Directed,1,2013
router design,topology,Directed,1,2013
router design,router design,Directed,1,2013
QoS,emerge technology,Directed,1,2013
router design,emerge technology,Directed,1,2013
QoS,router design,Directed,1,2013
router design,router design,Directed,1,2013
QoS,modeling,Directed,1,2013
QoS,router design,Directed,1,2013
router design,modeling,Directed,1,2013
router design,router design,Directed,1,2013
QoS,router design,Directed,1,2013
QoS,topology,Directed,1,2013
router design,router design,Directed,1,2013
router design,topology,Directed,1,2013
emerge technology,Reliability,Directed,1,2017
emerge technology,flow control,Directed,1,2017
emerge technology,topology,Directed,1,2017
emerge technology,modeling,Directed,1,2017
emerge technology,emerge technology,Directed,1,2017
emerge technology,emerge technology,Directed,1,2017
emerge technology,Emulation and Simulation/Simulator,Directed,1,2017
emerge technology,emerge technology,Directed,1,2017
emerge technology,emerge technology,Directed,1,2017
emerge technology,topology,Directed,1,2017
emerge technology,Routing,Directed,1,2017
emerge technology,deadlock,Directed,1,2017
emerge technology,Emulation and Simulation/Simulator,Directed,1,2017
emerge technology,emerge technology,Directed,1,2017
emerge technology,topology,Directed,1,2017
emerge technology,emerge technology,Directed,1,2017
emerge technology,NoC for memory,Directed,1,2017
emerge technology,Emulation and Simulation/Simulator,Directed,1,2017
emerge technology,temperature,Directed,1,2017
emerge technology,emerge technology,Directed,1,2017
emerge technology,emerge technology,Directed,1,2017
emerge technology,emerge technology,Directed,1,2017
emerge technology,topology,Directed,1,2017
emerge technology,emerge technology,Directed,1,2017
emerge technology,topology,Directed,1,2017
emerge technology,emerge technology,Directed,1,2017
emerge technology,router design,Directed,1,2017
emerge technology,emerge technology,Directed,1,2017
emerge technology,topology,Directed,1,2017
emerge technology,flow control,Directed,1,2017
emerge technology,topology,Directed,1,2017
Routing,flow control,Directed,1,2012
NoC for memory,flow control,Directed,1,2012
Routing,NoC for memory,Directed,1,2012
NoC for memory,NoC for memory,Directed,1,2012
Routing,Routing,Directed,1,2012
Routing,router design,Directed,1,2012
NoC for memory,Routing,Directed,1,2012
NoC for memory,router design,Directed,1,2012
Routing,flow control,Directed,1,2012
Routing,Routing,Directed,1,2012
NoC for memory,flow control,Directed,1,2012
NoC for memory,Routing,Directed,1,2012
Routing,Design space Exploration,Directed,1,2012
Routing,Process Variation,Directed,1,2012
Routing,temperature,Directed,1,2012
Routing,Design space Exploration,Directed,1,2012
Routing,Process Variation,Directed,1,2012
NoC for memory,Design space Exploration,Directed,1,2012
NoC for memory,Process Variation,Directed,1,2012
NoC for memory,temperature,Directed,1,2012
NoC for memory,Design space Exploration,Directed,1,2012
NoC for memory,Process Variation,Directed,1,2012
Routing,router design,Directed,1,2012
Routing,Routing,Directed,1,2012
NoC for memory,router design,Directed,1,2012
NoC for memory,Routing,Directed,1,2012
Routing,Routing,Directed,1,2012
Routing,performance,Directed,1,2012
Routing,flow control,Directed,1,2012
NoC for memory,Routing,Directed,1,2012
NoC for memory,performance,Directed,1,2012
NoC for memory,flow control,Directed,1,2012
Routing,Bufferless,Directed,1,2012
NoC for memory,Bufferless,Directed,1,2012
Routing,mapping,Directed,1,2012
NoC for memory,mapping,Directed,1,2012
Routing,emerge technology,Directed,1,2012
NoC for memory,emerge technology,Directed,1,2012
Routing,modeling,Directed,1,2012
Routing,router design,Directed,1,2012
NoC for memory,modeling,Directed,1,2012
NoC for memory,router design,Directed,1,2012
Routing,Routing,Directed,1,2012
Routing,multicast,Directed,1,2012
NoC for memory,Routing,Directed,1,2012
NoC for memory,multicast,Directed,1,2012
reconfiguration,reconfiguration,Directed,1,2013
reconfiguration,Routing,Directed,1,2013
reconfiguration,Emulation and Simulation/Simulator,Directed,1,2013
reconfiguration,router design,Directed,1,2013
reconfiguration,NoC for memory,Directed,1,2013
reconfiguration,flow control,Directed,1,2013
reconfiguration,modeling,Directed,1,2013
reconfiguration,mapping,Directed,1,2013
reconfiguration,router designs,Directed,1,2013
reconfiguration,power/thermal management,Directed,1,2013
reconfiguration,mapping,Directed,1,2013
reconfiguration,Routing,Directed,1,2013
reconfiguration,power consumption,Directed,1,2013
reconfiguration,flow control,Directed,1,2013
reconfiguration,performance,Directed,1,2013
Emulation and Simulation/Simulator,topology,Directed,1,2010
Emulation and Simulation/Simulator,NoC for manycore,Directed,1,2010
compression,emerge technology,Directed,1,2008
compression,router design,Directed,1,2008
compression,router design,Directed,1,2008
compression,NoC for manycore,Directed,1,2008
compression,Reliability,Directed,1,2008
compression,modeling,Directed,1,2008
compression,router design,Directed,1,2008
compression,router design,Directed,1,2008
compression,topology,Directed,1,2008
topology,NoC for manycore,Directed,1,2009
Link,NoC for manycore,Directed,1,2009
topology,router design,Directed,1,2009
topology,Routing,Directed,1,2009
Link,router design,Directed,1,2009
Link,Routing,Directed,1,2009
topology,topology,Directed,1,2009
topology,router design,Directed,1,2009
Link,topology,Directed,1,2009
Link,router design,Directed,1,2009
topology,emerge technology,Directed,1,2009
Link,emerge technology,Directed,1,2009
topology,router design,Directed,1,2009
Link,router design,Directed,1,2009
topology,mapping,Directed,1,2009
topology,topology,Directed,1,2009
Link,mapping,Directed,1,2009
Link,topology,Directed,1,2009
router design,modeling,Directed,1,2018
router design,modeling,Directed,1,2018
router design,Emulation and Simulation/Simulator,Directed,1,2018
router design,NoC for memory,Directed,1,2018
router design,flow control,Directed,1,2018
router design,deadlock,Directed,1,2018
router design,flow control,Directed,1,2018
router design,router design,Directed,1,2018
router design,NoC for manycore,Directed,1,2018
router design,topology,Directed,1,2018
router design,Routing,Directed,1,2018
router design,router design,Directed,1,2018
router design,Emulation and Simulation/Simulator,Directed,1,2018
router design,topology,Directed,1,2018
router design,Routing,Directed,1,2018
router design,flow control,Directed,1,2018
router design,router design,Directed,1,2018
router design,topology,Directed,1,2018
router design,Link,Directed,1,2018
router design,power consumption,Directed,1,2018
router design,area,Directed,1,2018
router design,flow control,Directed,1,2018
router design,router design,Directed,1,2018
router design,flow control,Directed,1,2018
router design,topology,Directed,1,2018
router design,NoC for manycore,Directed,1,2018
flow control,router design,Directed,1,2013
flow control,topology,Directed,1,2013
flow control,Routing,Directed,1,2013
router design,router design,Directed,1,2013
router design,topology,Directed,1,2013
router design,Routing,Directed,1,2013
deadlock,router design,Directed,1,2013
deadlock,topology,Directed,1,2013
deadlock,Routing,Directed,1,2013
flow control,Emulation and Simulation/Simulator,Directed,1,2013
flow control,router design,Directed,1,2013
flow control,NoC for memory,Directed,1,2013
flow control,flow control,Directed,1,2013
router design,Emulation and Simulation/Simulator,Directed,1,2013
router design,router design,Directed,1,2013
router design,NoC for memory,Directed,1,2013
router design,flow control,Directed,1,2013
deadlock,Emulation and Simulation/Simulator,Directed,1,2013
deadlock,router design,Directed,1,2013
deadlock,NoC for memory,Directed,1,2013
deadlock,flow control,Directed,1,2013
flow control,Routing,Directed,1,2013
flow control,reconfiguration,Directed,1,2013
flow control,deadlock,Directed,1,2013
router design,Routing,Directed,1,2013
router design,reconfiguration,Directed,1,2013
router design,deadlock,Directed,1,2013
deadlock,Routing,Directed,1,2013
deadlock,reconfiguration,Directed,1,2013
